ref,cmd,family,rci,changes_settings,no_prefix,no_wipes_list,multiple_input,context,interface_type,args,required_args,source,entry
3.175.24,system mode,system,/rci/system/mode,yes,no,no,no,,,mode:Keyword,mode,07_commands_sms_system_tools_users_vpn(1).md:1958,entries/system.md
3.175.25,system mount,system,/rci/system/mount,no,yes,no,no,,,filesystem:String,filesystem,07_commands_sms_system_tools_users_vpn(1).md:1992,entries/system.md
3.175.26,system ndss dump-report disable,system,/rci/system/ndss/dump-report/disable,yes,yes,no,no,,,,,07_commands_sms_system_tools_users_vpn(1).md:2027,entries/system.md
3.175.27,system reboot,system,/rci/system/reboot,no,yes,no,no,,,interval:Integer;schedule:Schedule,,07_commands_sms_system_tools_users_vpn(1).md:2062,entries/system.md
3.175.28,system set,system,/rci/system/set,yes,yes,no,yes,,,name:String;value:String,name;value,07_commands_sms_system_tools_users_vpn(1).md:2119,entries/system.md
3.175.29,system swap,system,/rci/system/swap,yes,yes,no,no,,,area:Filename;size:Integer,area;size,07_commands_sms_system_tools_users_vpn(1).md:2177,entries/system.md
3.175.30,system trace lock threshold,system,/rci/system/trace/lock/threshold,no,yes,no,no,,,threshold:String,threshold,07_commands_sms_system_tools_users_vpn(1).md:2217,entries/system.md
3.175.31,system usb power schedule,system,/rci/system/usb/power/schedule,yes,yes,no,no,,,port:Keyword;schedule:Schedule,port;schedule,07_commands_sms_system_tools_users_vpn(1).md:2261,entries/system.md
3.175.32,system usb power shutdown,system,/rci/system/usb/power/shutdown,yes,yes,no,no,,,port:Keyword,port,07_commands_sms_system_tools_users_vpn(1).md:2303,entries/system.md
3.175.33,system zram,system,/rci/system/zram,yes,yes,no,no,,,size:Integer,,07_commands_sms_system_tools_users_vpn(1).md:2342,entries/system.md
3.176,tools,tools,/rci/tools,no,no,no,no,(tools),,,,07_commands_sms_system_tools_users_vpn(1).md:2381,entries/tools.md
3.176.1,tools arping,tools,/rci/tools/arping,no,no,no,no,,,address:IP address;count:Integer;wait-time:Integer;source-interface:Keyword,address,07_commands_sms_system_tools_users_vpn(1).md:2400,entries/tools.md
3.176.2,tools ping,tools,/rci/tools/ping,no,no,no,no,,,host:String;count:Integer;packetsize:Integer;source:Keyword;tos:Integer;ttl:Integer;sequence-id:Keyword;source-address:Keyword;source-interface:Keyword,host,07_commands_sms_system_tools_users_vpn(1).md:2445,entries/tools.md
3.176.3,tools ping6,tools,/rci/tools/ping6,no,no,no,no,,,host:String;count:Integer;packetsize:Integer;source:Keyword;tos:Integer;ttl:Integer;sequence-id:Keyword;source-address:Keyword;source-interface:Keyword,host,07_commands_sms_system_tools_users_vpn(1).md:2540,entries/tools.md
3.176.4,tools traceroute,tools,/rci/tools/traceroute,no,no,no,no,,,host:String;count:Integer;interval:Integer;wait-time:Integer;packetsize:Integer;max-ttl:Integer;port:Integer;type:Keyword;tos:Integer;source-address:Keyword;source-interface:Keyword,host,07_commands_sms_system_tools_users_vpn(1).md:2645,entries/tools.md
3.177,torrent,torrent,/rci/torrent,no,no,no,no,(config-torrent),,,,07_commands_sms_system_tools_users_vpn(1).md:2721,entries/torrent.md
3.177.1,torrent directory,torrent,/rci/torrent/directory,yes,yes,no,no,,,directory:String,directory,07_commands_sms_system_tools_users_vpn(1).md:2740,
3.177.2,torrent io-priority,torrent,/rci/torrent/io-priority,yes,yes,no,no,,,io-priority:Keyword,,07_commands_sms_system_tools_users_vpn(1).md:2780,
3.177.3,torrent peer-port,torrent,/rci/torrent/peer-port,yes,no,no,no,,,port:Integer,port,07_commands_sms_system_tools_users_vpn(1).md:2820,
3.177.4,torrent policy,torrent,/rci/torrent/policy,yes,yes,no,no,,,policy:Policy,policy,07_commands_sms_system_tools_users_vpn(1).md:2848,
3.177.5,torrent reset,torrent,/rci/torrent/reset,no,no,no,no,,,,,07_commands_sms_system_tools_users_vpn(1).md:2887,entries/torrent.md
3.177.6,torrent rpc-port,torrent,/rci/torrent/rpc-port,yes,no,no,no,,,port:Integer;public:Keyword,port,07_commands_sms_system_tools_users_vpn(1).md:2909,
3.178,udpxy,udpxy,/rci/udpxy,no,no,no,no,(udpxy),,,,07_commands_sms_system_tools_users_vpn(1).md:2942,entries/udpxy.md
3.178.1,udpxy buffer-size,udpxy,/rci/udpxy/buffer-size,yes,yes,no,no,,,size:Integer,size,07_commands_sms_system_tools_users_vpn(1).md:2961,
3.178.2,udpxy buffer-timeout,udpxy,/rci/udpxy/buffer-timeout,yes,yes,no,no,,,timeout:Integer,timeout,07_commands_sms_system_tools_users_vpn(1).md:2997,
3.178.3,udpxy interface,udpxy,/rci/udpxy/interface,yes,yes,no,no,,,interface:Interface,interface,07_commands_sms_system_tools_users_vpn(1).md:3035,
3.178.4,udpxy port,udpxy,/rci/udpxy/port,yes,yes,no,no,,,port:Integer,port,07_commands_sms_system_tools_users_vpn(1).md:3088,
3.178.5,udpxy renew-interval,udpxy,/rci/udpxy/renew-interval,yes,yes,no,no,,,renew-interval:Keyword,,07_commands_sms_system_tools_users_vpn(1).md:3124,
3.178.6,udpxy timeout,udpxy,/rci/udpxy/timeout,yes,yes,no,no,,,timeout:Integer,timeout,07_commands_sms_system_tools_users_vpn(1).md:3163,
3.179,upnp forward,upnp,/rci/upnp/forward,yes,yes,no,yes,,IP,protocol:Keyword;interface:Interface;address:IP address;port:Integer;index:Integer,protocol;address;port,07_commands_sms_system_tools_users_vpn(1).md:3199,entries/upnp.md
3.180,upnp lan,upnp,/rci/upnp/lan,yes,yes,no,no,,IP,interface:Interface,interface,07_commands_sms_system_tools_users_vpn(1).md:3239,entries/upnp.md
3.181,upnp redirect,upnp,/rci/upnp/redirect,yes,yes,yes,yes,,IP,protocol:Keyword;interface:Interface;port:Integer;to-address:IP address;to-port:Integer;index:Integer,protocol;interface;port;to-address,07_commands_sms_system_tools_users_vpn(1).md:3298,entries/upnp.md
3.182,user,user,/rci/user,yes,yes,no,yes,(config-user),,name:String,name,07_commands_sms_system_tools_users_vpn(1).md:3345,entries/user.md
3.182.1,user home,user,/rci/user/home,yes,yes,no,no,,,directory:String,directory,07_commands_sms_system_tools_users_vpn(1).md:3382,entries/user.md
3.182.2,user password generate,user,/rci/user/password/generate,yes,no,no,no,,,,,07_commands_sms_system_tools_users_vpn(1).md:3422,entries/user.md
3.182.3,user password md5,user,/rci/user/password/md5,yes,yes,no,no,,,hash:String,hash,07_commands_sms_system_tools_users_vpn(1).md:3452,entries/user.md
3.182.4,user password nt,user,/rci/user/password/nt,yes,yes,no,no,,,hash:String,hash,07_commands_sms_system_tools_users_vpn(1).md:3490,entries/user.md
3.182.5,user password plain,user,/rci/user/password/plain,yes,yes,no,no,,,password:String,password,07_commands_sms_system_tools_users_vpn(1).md:3528,entries/user.md
3.182.6,user password validate,user,/rci/user/password/validate,no,no,no,no,,,value:String,value,07_commands_sms_system_tools_users_vpn(1).md:3574,entries/user.md
3.182.7,user tag,user,/rci/user/tag,yes,yes,yes,yes,,,tag:Keyword,tag,07_commands_sms_system_tools_users_vpn(1).md:3617,entries/user.md
3.183,ussd send,ussd,/rci/ussd/send,no,no,no,no,,Usb,interface:Interface;request:String,interface;request,07_commands_sms_system_tools_users_vpn(1).md:3759,entries/ussd.md
3.184,vpn-server,vpn-server,/rci/vpn-server,no,no,no,no,(vpn-server),,,,07_commands_sms_system_tools_users_vpn(1).md:3795,entries/vpn-server.md
3.184.1,vpn-server dhcp route,vpn-server,/rci/vpn-server/dhcp/route,yes,yes,yes,yes,,,address:IP address;mask:IP-mask,address;mask,07_commands_sms_system_tools_users_vpn(1).md:3814,entries/vpn-server.md
3.184.2,vpn-server interface,vpn-server,/rci/vpn-server/interface,yes,yes,no,no,,,interface:Interface,interface,07_commands_sms_system_tools_users_vpn(1).md:3860,
3.184.3,vpn-server ipv6cp,vpn-server,/rci/vpn-server/ipv6cp,yes,yes,no,no,,,,,07_commands_sms_system_tools_users_vpn(1).md:3914,
3.184.4,vpn-server lcp echo,vpn-server,/rci/vpn-server/lcp/echo,yes,yes,no,no,,,interval:Integer;count:Integer;adaptive:Keyword,interval;count,07_commands_sms_system_tools_users_vpn(1).md:3948,
3.184.5,vpn-server lockout-policy,vpn-server,/rci/vpn-server/lockout-policy,yes,yes,no,no,,,threshold:Integer;duration:Integer;observation-window:Keyword,threshold,07_commands_sms_system_tools_users_vpn(1).md:3994,
3.184.6,vpn-server mppe,vpn-server,/rci/vpn-server/mppe,yes,yes,no,yes,,,mode:Keyword,mode,07_commands_sms_system_tools_users_vpn(1).md:4049,
3.184.7,vpn-server mppe-optional,vpn-server,/rci/vpn-server/mppe-optional,yes,yes,no,no,,,,,07_commands_sms_system_tools_users_vpn(1).md:4085,
3.184.8,vpn-server mru,vpn-server,/rci/vpn-server/mru,yes,yes,no,no,,,value:Integer,value,07_commands_sms_system_tools_users_vpn(1).md:4119,
3.184.9,vpn-server mtu,vpn-server,/rci/vpn-server/mtu,yes,yes,no,no,,,value:Integer,value,07_commands_sms_system_tools_users_vpn(1).md:4155,
3.184.10,vpn-server multi-login,vpn-server,/rci/vpn-server/multi-login,yes,yes,no,no,,,,,07_commands_sms_system_tools_users_vpn(1).md:4191,
3.184.11,vpn-server pool-range,vpn-server,/rci/vpn-server/pool-range,yes,yes,no,no,,,begin:IP address;size:Integer,begin,07_commands_sms_system_tools_users_vpn(1).md:4222,
3.184.12,vpn-server session-logout,vpn-server,/rci/vpn-server/session-logout,yes,no,no,no,,,session:Integer,session,07_commands_sms_system_tools_users_vpn(1).md:4266,
3.184.13,vpn-server session-preempt,vpn-server,/rci/vpn-server/session-preempt,yes,yes,no,no,,,,,07_commands_sms_system_tools_users_vpn(1).md:4295,
3.184.14,vpn-server static-ip,vpn-server,/rci/vpn-server/static-ip,yes,yes,no,yes,,,name:String;address:IP address,name;address,07_commands_sms_system_tools_users_vpn(1).md:4330,
